date,state,condition,cases
3/7/20,"Maricopa County, AZ",confirmed,2
3/8/20,"Maricopa County, AZ",confirmed,2
3/9/20,"Maricopa County, AZ",confirmed,2
3/3/20,"Wake County, NC",confirmed,1
3/4/20,"Wake County, NC",confirmed,1
3/5/20,"Wake County, NC",confirmed,1
3/6/20,"Wake County, NC",confirmed,1
3/7/20,"Wake County, NC",confirmed,1
3/8/20,"Wake County, NC",confirmed,1
3/9/20,"Wake County, NC",confirmed,1
3/3/20,"Westchester County, NY",confirmed,1
3/4/20,"Westchester County, NY",confirmed,10
3/5/20,"Westchester County, NY",confirmed,18
3/6/20,"Westchester County, NY",confirmed,19
3/7/20,"Westchester County, NY",confirmed,57
3/8/20,"Westchester County, NY",confirmed,83
3/9/20,"Westchester County, NY",confirmed,98
3/2/20,"Grafton County, NH",confirmed,1
3/3/20,"Grafton County, NH",confirmed,2
3/4/20,"Grafton County, NH",confirmed,2
3/5/20,"Grafton County, NH",confirmed,2
3/6/20,"Grafton County, NH",confirmed,2
3/7/20,"Grafton County, NH",confirmed,2
3/8/20,"Grafton County, NH",confirmed,3
3/9/20,"Grafton County, NH",confirmed,3
3/2/20,"Hillsborough, FL",confirmed,1
3/3/20,"Hillsborough, FL",confirmed,2
3/4/20,"Hillsborough, FL",confirmed,2
3/5/20,"Hillsborough, FL",confirmed,2
3/6/20,"Hillsborough, FL",confirmed,2
3/7/20,"Hillsborough, FL",confirmed,2
3/8/20,"Hillsborough, FL",confirmed,2
3/9/20,"Hillsborough, FL",confirmed,2
3/2/20,"Placer County, CA",confirmed,1
3/3/20,"Placer County, CA",confirmed,1
3/4/20,"Placer County, CA",confirmed,2
3/5/20,"Placer County, CA",confirmed,2
3/6/20,"Placer County, CA",confirmed,5
3/7/20,"Placer County, CA",confirmed,5
3/8/20,"Placer County, CA",confirmed,5
3/9/20,"Placer County, CA",confirmed,7
3/2/20,"San Mateo, CA",confirmed,1
3/3/20,"San Mateo, CA",confirmed,2
3/4/20,"San Mateo, CA",confirmed,2
3/5/20,"San Mateo, CA",confirmed,2
3/6/20,"San Mateo, CA",confirmed,2
3/7/20,"San Mateo, CA",confirmed,2
3/8/20,"San Mateo, CA",confirmed,2
3/9/20,"San Mateo, CA",confirmed,2
3/2/20,"Sonoma County, CA",confirmed,1
3/3/20,"Sonoma County, CA",confirmed,1
3/4/20,"Sonoma County, CA",confirmed,1
3/5/20,"Sonoma County, CA",confirmed,1
3/6/20,"Sonoma County, CA",confirmed,1
3/7/20,"Sonoma County, CA",confirmed,1
3/8/20,"Sonoma County, CA",confirmed,1
3/9/20,"Sonoma County, CA",confirmed,3
3/2/20,"Umatilla, OR",confirmed,1
3/3/20,"Umatilla, OR",confirmed,1
3/4/20,"Umatilla, OR",confirmed,1
3/5/20,"Umatilla, OR",confirmed,1
3/6/20,"Umatilla, OR",confirmed,1
3/7/20,"Umatilla, OR",confirmed,1
3/8/20,"Umatilla, OR",confirmed,1
3/9/20,"Umatilla, OR",confirmed,1
3/3/20,"Fulton County, GA",confirmed,2
3/4/20,"Fulton County, GA",confirmed,2
3/5/20,"Fulton County, GA",confirmed,2
3/6/20,"Fulton County, GA",confirmed,2
3/7/20,"Fulton County, GA",confirmed,3
3/8/20,"Fulton County, GA",confirmed,3
3/9/20,"Fulton County, GA",confirmed,5
2/29/20,"Washington County, OR",confirmed,1
3/1/20,"Washington County, OR",confirmed,1
3/2/20,"Washington County, OR",confirmed,2
3/3/20,"Washington County, OR",confirmed,2
3/4/20,"Washington County, OR",confirmed,2
3/5/20,"Washington County, OR",confirmed,2
3/6/20,"Washington County, OR",confirmed,2
3/7/20,"Washington County, OR",confirmed,3
3/8/20,"Washington County, OR",confirmed,8
3/9/20,"Washington County, OR",confirmed,8
2/29/20,"Snohomish County, WA",confirmed,1
3/1/20,"Snohomish County, WA",confirmed,2
3/2/20,"Snohomish County, WA",confirmed,4
3/3/20,"Snohomish County, WA",confirmed,6
3/4/20,"Snohomish County, WA",confirmed,8
3/5/20,"Snohomish County, WA",confirmed,18
3/6/20,"Snohomish County, WA",confirmed,19
3/7/20,"Snohomish County, WA",confirmed,27
3/8/20,"Snohomish County, WA",confirmed,31
3/9/20,"Snohomish County, WA",confirmed,31
2/21/20,"Humboldt County, CA",confirmed,1
2/22/20,"Humboldt County, CA",confirmed,1
2/23/20,"Humboldt County, CA",confirmed,1
2/24/20,"Humboldt County, CA",confirmed,1
2/25/20,"Humboldt County, CA",confirmed,1
2/26/20,"Humboldt County, CA",confirmed,1
2/27/20,"Humboldt County, CA",confirmed,1
2/28/20,"Humboldt County, CA",confirmed,1
2/29/20,"Humboldt County, CA",confirmed,1
3/1/20,"Humboldt County, CA",confirmed,1
3/2/20,"Humboldt County, CA",confirmed,1
3/3/20,"Humboldt County, CA",confirmed,1
3/4/20,"Humboldt County, CA",confirmed,1
3/5/20,"Humboldt County, CA",confirmed,1
3/6/20,"Humboldt County, CA",confirmed,1
3/7/20,"Humboldt County, CA",confirmed,1
3/8/20,"Humboldt County, CA",confirmed,1
3/9/20,"Humboldt County, CA",confirmed,1
2/21/20,"Sacramento County, CA",confirmed,1
2/22/20,"Sacramento County, CA",confirmed,1
2/23/20,"Sacramento County, CA",confirmed,1
2/24/20,"Sacramento County, CA",confirmed,1
2/25/20,"Sacramento County, CA",confirmed,1
2/26/20,"Sacramento County, CA",confirmed,1
2/27/20,"Sacramento County, CA",confirmed,2
2/28/20,"Sacramento County, CA",confirmed,2
2/29/20,"Sacramento County, CA",confirmed,2
3/1/20,"Sacramento County, CA",confirmed,2
3/2/20,"Sacramento County, CA",confirmed,2
3/3/20,"Sacramento County, CA",confirmed,2
3/4/20,"Sacramento County, CA",confirmed,2
3/5/20,"Sacramento County, CA",confirmed,2
3/6/20,"Sacramento County, CA",confirmed,2
3/7/20,"Sacramento County, CA",confirmed,2
3/8/20,"Sacramento County, CA",confirmed,2
3/9/20,"Sacramento County, CA",confirmed,2
2/11/20,"San Diego County, CA",confirmed,1
2/12/20,"San Diego County, CA",confirmed,1
2/13/20,"San Diego County, CA",confirmed,2
2/14/20,"San Diego County, CA",confirmed,2
2/15/20,"San Diego County, CA",confirmed,2
2/16/20,"San Diego County, CA",confirmed,2
2/17/20,"San Diego County, CA",confirmed,2
2/18/20,"San Diego County, CA",confirmed,2
2/19/20,"San Diego County, CA",confirmed,2
2/20/20,"San Diego County, CA",confirmed,2
2/21/20,"San Diego County, CA",confirmed,2
2/22/20,"San Diego County, CA",confirmed,2
2/23/20,"San Diego County, CA",confirmed,2
2/24/20,"San Diego County, CA",confirmed,2
2/25/20,"San Diego County, CA",confirmed,2
2/26/20,"San Diego County, CA",confirmed,2
2/27/20,"San Diego County, CA",confirmed,2
2/28/20,"San Diego County, CA",confirmed,2
2/29/20,"San Diego County, CA",confirmed,2
3/1/20,"San Diego County, CA",confirmed,2
3/2/20,"San Diego County, CA",confirmed,2
3/3/20,"San Diego County, CA",confirmed,2
3/4/20,"San Diego County, CA",confirmed,2
3/5/20,"San Diego County, CA",confirmed,3
3/6/20,"San Diego County, CA",confirmed,3
3/7/20,"San Diego County, CA",confirmed,3
3/8/20,"San Diego County, CA",confirmed,3
3/9/20,"San Diego County, CA",confirmed,3
2/3/20,"San Benito, CA",confirmed,2
2/4/20,"San Benito, CA",confirmed,2
2/5/20,"San Benito, CA",confirmed,2
2/6/20,"San Benito, CA",confirmed,2
2/7/20,"San Benito, CA",confirmed,2
2/8/20,"San Benito, CA",confirmed,2
2/9/20,"San Benito, CA",confirmed,2
2/10/20,"San Benito, CA",confirmed,2
2/11/20,"San Benito, CA",confirmed,2
2/12/20,"San Benito, CA",confirmed,2
2/13/20,"San Benito, CA",confirmed,2
2/14/20,"San Benito, CA",confirmed,2
2/15/20,"San Benito, CA",confirmed,2
2/16/20,"San Benito, CA",confirmed,2
2/17/20,"San Benito, CA",confirmed,2
2/18/20,"San Benito, CA",confirmed,2
2/19/20,"San Benito, CA",confirmed,2
2/20/20,"San Benito, CA",confirmed,2
2/21/20,"San Benito, CA",confirmed,2
2/22/20,"San Benito, CA",confirmed,2
2/23/20,"San Benito, CA",confirmed,2
2/24/20,"San Benito, CA",confirmed,2
2/25/20,"San Benito, CA",confirmed,2
2/26/20,"San Benito, CA",confirmed,2
2/27/20,"San Benito, CA",confirmed,2
2/28/20,"San Benito, CA",confirmed,2
2/29/20,"San Benito, CA",confirmed,2
3/1/20,"San Benito, CA",confirmed,2
3/2/20,"San Benito, CA",confirmed,2
3/3/20,"San Benito, CA",confirmed,2
3/4/20,"San Benito, CA",confirmed,2
3/5/20,"San Benito, CA",confirmed,2
3/6/20,"San Benito, CA",confirmed,2
3/7/20,"San Benito, CA",confirmed,2
3/8/20,"San Benito, CA",confirmed,2
3/9/20,"San Benito, CA",confirmed,2
1/26/20,"Los Angeles, CA",confirmed,1
1/27/20,"Los Angeles, CA",confirmed,1
1/28/20,"Los Angeles, CA",confirmed,1
1/29/20,"Los Angeles, CA",confirmed,1
1/30/20,"Los Angeles, CA",confirmed,1
1/31/20,"Los Angeles, CA",confirmed,1
2/1/20,"Los Angeles, CA",confirmed,1
2/2/20,"Los Angeles, CA",confirmed,1
2/3/20,"Los Angeles, CA",confirmed,1
2/4/20,"Los Angeles, CA",confirmed,1
2/5/20,"Los Angeles, CA",confirmed,1
2/6/20,"Los Angeles, CA",confirmed,1
2/7/20,"Los Angeles, CA",confirmed,1
2/8/20,"Los Angeles, CA",confirmed,1
2/9/20,"Los Angeles, CA",confirmed,1
2/10/20,"Los Angeles, CA",confirmed,1
2/11/20,"Los Angeles, CA",confirmed,1
2/12/20,"Los Angeles, CA",confirmed,1
2/13/20,"Los Angeles, CA",confirmed,1
2/14/20,"Los Angeles, CA",confirmed,1
2/15/20,"Los Angeles, CA",confirmed,1
2/16/20,"Los Angeles, CA",confirmed,1
2/17/20,"Los Angeles, CA",confirmed,1
2/18/20,"Los Angeles, CA",confirmed,1
2/19/20,"Los Angeles, CA",confirmed,1
2/20/20,"Los Angeles, CA",confirmed,1
2/21/20,"Los Angeles, CA",confirmed,1
2/22/20,"Los Angeles, CA",confirmed,1
2/23/20,"Los Angeles, CA",confirmed,1
2/24/20,"Los Angeles, CA",confirmed,1
2/25/20,"Los Angeles, CA",confirmed,1
2/26/20,"Los Angeles, CA",confirmed,1
2/27/20,"Los Angeles, CA",confirmed,1
2/28/20,"Los Angeles, CA",confirmed,1
2/29/20,"Los Angeles, CA",confirmed,1
3/1/20,"Los Angeles, CA",confirmed,1
3/2/20,"Los Angeles, CA",confirmed,1
3/3/20,"Los Angeles, CA",confirmed,1
3/4/20,"Los Angeles, CA",confirmed,7
3/5/20,"Los Angeles, CA",confirmed,11
3/6/20,"Los Angeles, CA",confirmed,13
3/7/20,"Los Angeles, CA",confirmed,14
3/8/20,"Los Angeles, CA",confirmed,14
3/9/20,"Los Angeles, CA",confirmed,14
1/22/20,"King County, WA",confirmed,1
1/23/20,"King County, WA",confirmed,1
1/24/20,"King County, WA",confirmed,1
1/25/20,"King County, WA",confirmed,1
1/26/20,"King County, WA",confirmed,1
1/27/20,"King County, WA",confirmed,1
1/28/20,"King County, WA",confirmed,1
1/29/20,"King County, WA",confirmed,1
1/30/20,"King County, WA",confirmed,1
1/31/20,"King County, WA",confirmed,1
2/1/20,"King County, WA",confirmed,1
2/2/20,"King County, WA",confirmed,1
2/3/20,"King County, WA",confirmed,1
2/4/20,"King County, WA",confirmed,1
2/5/20,"King County, WA",confirmed,1
2/6/20,"King County, WA",confirmed,1
2/7/20,"King County, WA",confirmed,1
2/8/20,"King County, WA",confirmed,1
2/9/20,"King County, WA",confirmed,1
2/10/20,"King County, WA",confirmed,1
2/11/20,"King County, WA",confirmed,1
2/12/20,"King County, WA",confirmed,1
2/13/20,"King County, WA",confirmed,1
2/14/20,"King County, WA",confirmed,1
2/15/20,"King County, WA",confirmed,1
2/16/20,"King County, WA",confirmed,1
2/17/20,"King County, WA",confirmed,1
2/18/20,"King County, WA",confirmed,1
2/19/20,"King County, WA",confirmed,1
2/20/20,"King County, WA",confirmed,1
2/21/20,"King County, WA",confirmed,1
2/22/20,"King County, WA",confirmed,1
2/23/20,"King County, WA",confirmed,1
2/24/20,"King County, WA",confirmed,1
2/25/20,"King County, WA",confirmed,1
2/26/20,"King County, WA",confirmed,1
2/27/20,"King County, WA",confirmed,1
2/28/20,"King County, WA",confirmed,1
2/29/20,"King County, WA",confirmed,6
3/1/20,"King County, WA",confirmed,9
3/2/20,"King County, WA",confirmed,14
3/3/20,"King County, WA",confirmed,21
3/4/20,"King County, WA",confirmed,31
3/5/20,"King County, WA",confirmed,51
3/6/20,"King County, WA",confirmed,58
3/7/20,"King County, WA",confirmed,71
3/8/20,"King County, WA",confirmed,83
3/9/20,"King County, WA",confirmed,83
1/24/20,"Cook County, IL",confirmed,1
1/25/20,"Cook County, IL",confirmed,1
1/26/20,"Cook County, IL",confirmed,1
1/27/20,"Cook County, IL",confirmed,1
1/28/20,"Cook County, IL",confirmed,1
1/29/20,"Cook County, IL",confirmed,1
1/30/20,"Cook County, IL",confirmed,1
1/31/20,"Cook County, IL",confirmed,2
2/1/20,"Cook County, IL",confirmed,2
2/2/20,"Cook County, IL",confirmed,2
2/3/20,"Cook County, IL",confirmed,2
2/4/20,"Cook County, IL",confirmed,2
2/5/20,"Cook County, IL",confirmed,2
2/6/20,"Cook County, IL",confirmed,2
2/7/20,"Cook County, IL",confirmed,2
2/8/20,"Cook County, IL",confirmed,2
2/9/20,"Cook County, IL",confirmed,2
2/10/20,"Cook County, IL",confirmed,2
2/11/20,"Cook County, IL",confirmed,2
2/12/20,"Cook County, IL",confirmed,2
2/13/20,"Cook County, IL",confirmed,2
2/14/20,"Cook County, IL",confirmed,2
2/15/20,"Cook County, IL",confirmed,2
2/16/20,"Cook County, IL",confirmed,2
2/17/20,"Cook County, IL",confirmed,2
2/18/20,"Cook County, IL",confirmed,2
2/19/20,"Cook County, IL",confirmed,2
2/20/20,"Cook County, IL",confirmed,2
2/21/20,"Cook County, IL",confirmed,2
2/22/20,"Cook County, IL",confirmed,2
2/23/20,"Cook County, IL",confirmed,2
2/24/20,"Cook County, IL",confirmed,2
2/25/20,"Cook County, IL",confirmed,2
2/26/20,"Cook County, IL",confirmed,2
2/27/20,"Cook County, IL",confirmed,2
2/28/20,"Cook County, IL",confirmed,2
2/29/20,"Cook County, IL",confirmed,2
3/1/20,"Cook County, IL",confirmed,3
3/2/20,"Cook County, IL",confirmed,4
3/3/20,"Cook County, IL",confirmed,4
3/4/20,"Cook County, IL",confirmed,4
3/5/20,"Cook County, IL",confirmed,5
3/6/20,"Cook County, IL",confirmed,5
3/7/20,"Cook County, IL",confirmed,6
3/8/20,"Cook County, IL",confirmed,7
3/9/20,"Cook County, IL",confirmed,7
3/13/20,Alabama,confirmed,5
3/14/20,Alabama,confirmed,6
3/15/20,Alabama,confirmed,12
3/16/20,Alabama,confirmed,29
3/17/20,Alabama,confirmed,39
3/18/20,Alabama,confirmed,46
3/19/20,Alabama,confirmed,78
3/20/20,Alabama,confirmed,83
3/21/20,Alabama,confirmed,131
3/22/20,Alabama,confirmed,138
3/14/20,Puerto Rico,confirmed,3
3/15/20,Puerto Rico,confirmed,5
3/16/20,Puerto Rico,confirmed,5
3/17/20,Puerto Rico,confirmed,5
3/18/20,Puerto Rico,confirmed,5
3/19/20,Puerto Rico,confirmed,5
3/20/20,Puerto Rico,confirmed,14
3/21/20,Puerto Rico,confirmed,21
3/22/20,Puerto Rico,confirmed,23
3/15/20,Guam,confirmed,3
3/16/20,Guam,confirmed,3
3/17/20,Guam,confirmed,3
3/18/20,Guam,confirmed,5
3/19/20,Guam,confirmed,12
3/20/20,Guam,confirmed,14
3/21/20,Guam,confirmed,15
3/22/20,Guam,confirmed,27
3/14/20,Virgin Islands,confirmed,1
3/15/20,Virgin Islands,confirmed,1
3/16/20,Virgin Islands,confirmed,1
3/17/20,Virgin Islands,confirmed,2
3/18/20,Virgin Islands,confirmed,2
3/19/20,Virgin Islands,confirmed,3
3/20/20,Virgin Islands,confirmed,3
3/21/20,Virgin Islands,confirmed,3
3/22/20,Virgin Islands,confirmed,3
3/10/20,Washington,deaths,23
3/11/20,Washington,deaths,29
3/12/20,Washington,deaths,31
3/13/20,Washington,deaths,37
3/14/20,Washington,deaths,37
3/15/20,Washington,deaths,40
3/16/20,Washington,deaths,48
3/17/20,Washington,deaths,55
3/18/20,Washington,deaths,55
3/19/20,Washington,deaths,74
3/20/20,Washington,deaths,83
3/21/20,Washington,deaths,94
3/22/20,Washington,deaths,95
3/14/20,New York,deaths,2
3/15/20,New York,deaths,3
3/16/20,New York,deaths,10
3/17/20,New York,deaths,13
3/18/20,New York,deaths,16
3/19/20,New York,deaths,34
3/20/20,New York,deaths,42
3/21/20,New York,deaths,60
3/22/20,New York,deaths,117
3/10/20,California,deaths,2
3/11/20,California,deaths,3
3/12/20,California,deaths,4
3/13/20,California,deaths,4
3/14/20,California,deaths,5
3/15/20,California,deaths,6
3/16/20,California,deaths,7
3/17/20,California,deaths,12
3/18/20,California,deaths,13
3/19/20,California,deaths,18
3/20/20,California,deaths,23
3/21/20,California,deaths,24
3/22/20,California,deaths,30
3/20/20,Massachusetts,deaths,1
3/21/20,Massachusetts,deaths,1
3/22/20,Massachusetts,deaths,5
3/22/20,Grand Princess,deaths,1
3/12/20,Georgia,deaths,1
3/13/20,Georgia,deaths,1
3/14/20,Georgia,deaths,1
3/15/20,Georgia,deaths,1
3/16/20,Georgia,deaths,1
3/17/20,Georgia,deaths,1
3/18/20,Georgia,deaths,3
3/19/20,Georgia,deaths,10
3/20/20,Georgia,deaths,13
3/21/20,Georgia,deaths,14
3/22/20,Georgia,deaths,23
3/14/20,Colorado,deaths,1
3/15/20,Colorado,deaths,1
3/16/20,Colorado,deaths,1
3/17/20,Colorado,deaths,2
3/18/20,Colorado,deaths,2
3/19/20,Colorado,deaths,4
3/20/20,Colorado,deaths,4
3/21/20,Colorado,deaths,4
3/22/20,Colorado,deaths,6
3/10/20,Florida,deaths,2
3/11/20,Florida,deaths,2
3/12/20,Florida,deaths,2
3/13/20,Florida,deaths,2
3/14/20,Florida,deaths,3
3/15/20,Florida,deaths,4
3/16/20,Florida,deaths,5
3/17/20,Florida,deaths,6
3/18/20,Florida,deaths,7
3/19/20,Florida,deaths,9
3/20/20,Florida,deaths,10
3/21/20,Florida,deaths,13
3/22/20,Florida,deaths,13
3/10/20,New Jersey,deaths,1
3/11/20,New Jersey,deaths,1
3/12/20,New Jersey,deaths,1
3/13/20,New Jersey,deaths,1
3/14/20,New Jersey,deaths,1
3/15/20,New Jersey,deaths,2
3/16/20,New Jersey,deaths,2
3/17/20,New Jersey,deaths,3
3/18/20,New Jersey,deaths,3
3/19/20,New Jersey,deaths,9
3/20/20,New Jersey,deaths,11
3/21/20,New Jersey,deaths,16
3/22/20,New Jersey,deaths,20
3/15/20,Oregon,deaths,1
3/16/20,Oregon,deaths,1
3/17/20,Oregon,deaths,1
3/18/20,Oregon,deaths,2
3/19/20,Oregon,deaths,3
3/20/20,Oregon,deaths,3
3/21/20,Oregon,deaths,5
3/22/20,Oregon,deaths,4
3/17/20,Texas,deaths,1
3/18/20,Texas,deaths,3
3/19/20,Texas,deaths,5
3/20/20,Texas,deaths,5
3/21/20,Texas,deaths,5
3/22/20,Texas,deaths,6
3/17/20,Illinois,deaths,1
3/18/20,Illinois,deaths,1
3/19/20,Illinois,deaths,4
3/20/20,Illinois,deaths,5
3/21/20,Illinois,deaths,6
3/22/20,Illinois,deaths,9
3/19/20,Pennsylvania,deaths,1
3/20/20,Pennsylvania,deaths,1
3/21/20,Pennsylvania,deaths,2
3/22/20,Pennsylvania,deaths,3
3/19/20,Maryland,deaths,1
3/20/20,Maryland,deaths,1
3/21/20,Maryland,deaths,2
3/22/20,Maryland,deaths,3
3/16/20,South Carolina,deaths,1
3/17/20,South Carolina,deaths,1
3/18/20,South Carolina,deaths,1
3/19/20,South Carolina,deaths,1
3/20/20,South Carolina,deaths,1
3/21/20,South Carolina,deaths,3
3/22/20,South Carolina,deaths,3
3/21/20,Tennessee,deaths,1
3/22/20,Tennessee,deaths,2
3/14/20,Virginia,deaths,1
3/15/20,Virginia,deaths,1
3/16/20,Virginia,deaths,1
3/17/20,Virginia,deaths,2
3/18/20,Virginia,deaths,2
3/19/20,Virginia,deaths,2
3/20/20,Virginia,deaths,2
3/21/20,Virginia,deaths,2
3/22/20,Virginia,deaths,6
3/21/20,Arizona,deaths,1
3/22/20,Arizona,deaths,2
3/16/20,Indiana,deaths,1
3/17/20,Indiana,deaths,2
3/18/20,Indiana,deaths,2
3/19/20,Indiana,deaths,2
3/20/20,Indiana,deaths,2
3/21/20,Indiana,deaths,4
3/22/20,Indiana,deaths,6
3/16/20,Kentucky,deaths,1
3/17/20,Kentucky,deaths,1
3/18/20,Kentucky,deaths,1
3/19/20,Kentucky,deaths,2
3/20/20,Kentucky,deaths,2
3/21/20,Kentucky,deaths,3
3/22/20,Kentucky,deaths,3
3/20/20,District of Columbia,deaths,1
3/21/20,District of Columbia,deaths,1
3/22/20,District of Columbia,deaths,2
3/16/20,Nevada,deaths,1
3/17/20,Nevada,deaths,1
3/18/20,Nevada,deaths,1
3/19/20,Nevada,deaths,1
3/20/20,Nevada,deaths,1
3/21/20,Nevada,deaths,2
3/22/20,Nevada,deaths,2
3/21/20,Minnesota,deaths,1
3/22/20,Minnesota,deaths,1
3/20/20,Ohio,deaths,2
3/21/20,Ohio,deaths,3
3/22/20,Ohio,deaths,3
3/20/20,Wisconsin,deaths,3
3/21/20,Wisconsin,deaths,4
3/22/20,Wisconsin,deaths,4
3/19/20,Connecticut,deaths,2
3/20/20,Connecticut,deaths,3
3/21/20,Connecticut,deaths,4
3/22/20,Connecticut,deaths,5
3/19/20,Oklahoma,deaths,1
3/20/20,Oklahoma,deaths,1
3/21/20,Oklahoma,deaths,1
3/22/20,Oklahoma,deaths,2
3/22/20,Utah,deaths,1
3/13/20,Kansas,deaths,1
3/14/20,Kansas,deaths,1
3/15/20,Kansas,deaths,1
3/16/20,Kansas,deaths,1
3/17/20,Kansas,deaths,1
3/18/20,Kansas,deaths,1
3/19/20,Kansas,deaths,1
3/20/20,Kansas,deaths,1
3/21/20,Kansas,deaths,2
3/22/20,Kansas,deaths,2
3/14/20,Louisiana,deaths,1
3/15/20,Louisiana,deaths,2
3/16/20,Louisiana,deaths,3
3/17/20,Louisiana,deaths,4
3/18/20,Louisiana,deaths,4
3/19/20,Louisiana,deaths,10
3/20/20,Louisiana,deaths,14
3/21/20,Louisiana,deaths,16
3/22/20,Louisiana,deaths,20
3/19/20,Missouri,deaths,1
3/20/20,Missouri,deaths,2
3/21/20,Missouri,deaths,3
3/22/20,Missouri,deaths,3
3/20/20,Vermont,deaths,2
3/21/20,Vermont,deaths,2
3/22/20,Vermont,deaths,2
3/19/20,Michigan,deaths,3
3/20/20,Michigan,deaths,3
3/21/20,Michigan,deaths,5
3/22/20,Michigan,deaths,9
3/19/20,Mississippi,deaths,1
3/20/20,Mississippi,deaths,1
3/21/20,Mississippi,deaths,1
3/22/20,Mississippi,deaths,1
3/11/20,South Dakota,deaths,1
3/12/20,South Dakota,deaths,1
3/13/20,South Dakota,deaths,1
3/14/20,South Dakota,deaths,1
3/15/20,South Dakota,deaths,1
3/16/20,South Dakota,deaths,1
3/17/20,South Dakota,deaths,1
3/18/20,South Dakota,deaths,1
3/19/20,South Dakota,deaths,1
3/20/20,South Dakota,deaths,1
3/21/20,South Dakota,deaths,1
3/22/20,South Dakota,deaths,1
3/8/20,"Lee County, FL",deaths,1
3/9/20,"Lee County, FL",deaths,1
3/9/20,"Grant County, WA",deaths,1
3/8/20,"Santa Rosa County, FL",deaths,1
3/9/20,"Santa Rosa County, FL",deaths,1
3/4/20,"Placer County, CA",deaths,1
3/5/20,"Placer County, CA",deaths,1
3/6/20,"Placer County, CA",deaths,1
3/7/20,"Placer County, CA",deaths,1
3/8/20,"Placer County, CA",deaths,1
3/9/20,"Placer County, CA",deaths,1
3/2/20,"Snohomish County, WA",deaths,1
3/3/20,"Snohomish County, WA",deaths,1
3/4/20,"Snohomish County, WA",deaths,1
3/5/20,"Snohomish County, WA",deaths,1
3/6/20,"Snohomish County, WA",deaths,1
3/7/20,"Snohomish County, WA",deaths,1
3/8/20,"Snohomish County, WA",deaths,1
3/9/20,"Snohomish County, WA",deaths,1
2/29/20,"King County, WA",deaths,1
3/1/20,"King County, WA",deaths,1
3/2/20,"King County, WA",deaths,5
3/3/20,"King County, WA",deaths,6
3/4/20,"King County, WA",deaths,9
3/5/20,"King County, WA",deaths,10
3/6/20,"King County, WA",deaths,12
3/7/20,"King County, WA",deaths,15
3/8/20,"King County, WA",deaths,17
3/9/20,"King County, WA",deaths,17
3/21/20,Puerto Rico,deaths,1
3/22/20,Puerto Rico,deaths,1
3/22/20,Guam,deaths,1
1/22/20,US,confirmed,1
1/23/20,US,confirmed,1
1/24/20,US,confirmed,2
1/25/20,US,confirmed,2
1/26/20,US,confirmed,5
1/27/20,US,confirmed,5
1/28/20,US,confirmed,5
1/29/20,US,confirmed,5
1/30/20,US,confirmed,5
1/31/20,US,confirmed,7
2/1/20,US,confirmed,8
2/2/20,US,confirmed,8
2/3/20,US,confirmed,11
2/4/20,US,confirmed,11
2/5/20,US,confirmed,11
2/6/20,US,confirmed,11
2/7/20,US,confirmed,11
2/8/20,US,confirmed,11
2/9/20,US,confirmed,11
2/10/20,US,confirmed,11
2/11/20,US,confirmed,12
2/12/20,US,confirmed,12
2/13/20,US,confirmed,13
2/14/20,US,confirmed,13
2/15/20,US,confirmed,13
2/16/20,US,confirmed,13
2/17/20,US,confirmed,13
2/18/20,US,confirmed,13
2/19/20,US,confirmed,13
2/20/20,US,confirmed,13
2/21/20,US,confirmed,15
2/22/20,US,confirmed,15
2/23/20,US,confirmed,15
2/24/20,US,confirmed,51
2/25/20,US,confirmed,51
2/26/20,US,confirmed,57
2/27/20,US,confirmed,58
2/28/20,US,confirmed,60
2/29/20,US,confirmed,68
3/1/20,US,confirmed,74
3/2/20,US,confirmed,98
3/3/20,US,confirmed,118
3/4/20,US,confirmed,149
3/5/20,US,confirmed,217
3/6/20,US,confirmed,262
3/7/20,US,confirmed,402
3/8/20,US,confirmed,518
3/9/20,US,confirmed,583
3/10/20,US,confirmed,959
3/11/20,US,confirmed,1281
3/12/20,US,confirmed,1663
3/13/20,US,confirmed,2179
3/14/20,US,confirmed,2727
3/15/20,US,confirmed,3499
3/16/20,US,confirmed,4632
3/17/20,US,confirmed,6421
3/18/20,US,confirmed,7783
3/19/20,US,confirmed,13677
3/20/20,US,confirmed,19100
3/21/20,US,confirmed,25489
3/22/20,US,confirmed,33272
2/29/20,US,deaths,1
3/1/20,US,deaths,1
3/2/20,US,deaths,6
3/3/20,US,deaths,7
3/4/20,US,deaths,11
3/5/20,US,deaths,12
3/6/20,US,deaths,14
3/7/20,US,deaths,17
3/8/20,US,deaths,21
3/9/20,US,deaths,22
3/10/20,US,deaths,28
3/11/20,US,deaths,36
3/12/20,US,deaths,40
3/13/20,US,deaths,47
3/14/20,US,deaths,54
3/15/20,US,deaths,63
3/16/20,US,deaths,85
3/17/20,US,deaths,108
3/18/20,US,deaths,118
3/19/20,US,deaths,200
3/20/20,US,deaths,244
3/21/20,US,deaths,307
3/22/20,US,deaths,417
