date,state,condition,cases
2020-03-07,"Middlesex County, MA",confirmed,1
2020-03-08,"Middlesex County, MA",confirmed,7
2020-03-09,"Middlesex County, MA",confirmed,7
2020-03-05,"Nassau County, NY",confirmed,1
2020-03-06,"Nassau County, NY",confirmed,1
2020-03-07,"Nassau County, NY",confirmed,4
2020-03-08,"Nassau County, NY",confirmed,5
2020-03-09,"Nassau County, NY",confirmed,17
2020-03-06,"Ramsey County, MN",confirmed,1
2020-03-07,"Ramsey County, MN",confirmed,1
2020-03-08,"Ramsey County, MN",confirmed,1
2020-03-09,"Ramsey County, MN",confirmed,1
2020-03-06,"Washoe County, NV",confirmed,1
2020-03-07,"Washoe County, NV",confirmed,1
2020-03-08,"Washoe County, NV",confirmed,2
2020-03-09,"Washoe County, NV",confirmed,2
2020-03-06,"Wayne County, PA",confirmed,1
2020-03-07,"Wayne County, PA",confirmed,1
2020-03-08,"Wayne County, PA",confirmed,1
2020-03-09,"Wayne County, PA",confirmed,1
2020-03-06,"Yolo County, CA",confirmed,1
2020-03-07,"Yolo County, CA",confirmed,1
2020-03-08,"Yolo County, CA",confirmed,1
2020-03-09,"Yolo County, CA",confirmed,1
2020-01-31,"Santa Clara County, CA",confirmed,1
2020-02-01,"Santa Clara County, CA",confirmed,1
2020-02-02,"Santa Clara County, CA",confirmed,1
2020-02-03,"Santa Clara County, CA",confirmed,2
2020-02-04,"Santa Clara County, CA",confirmed,2
2020-02-05,"Santa Clara County, CA",confirmed,2
2020-02-06,"Santa Clara County, CA",confirmed,2
2020-02-07,"Santa Clara County, CA",confirmed,2
2020-02-08,"Santa Clara County, CA",confirmed,2
2020-02-09,"Santa Clara County, CA",confirmed,2
2020-02-10,"Santa Clara County, CA",confirmed,2
2020-02-11,"Santa Clara County, CA",confirmed,2
2020-02-12,"Santa Clara County, CA",confirmed,2
2020-02-13,"Santa Clara County, CA",confirmed,2
2020-02-14,"Santa Clara County, CA",confirmed,2
2020-02-15,"Santa Clara County, CA",confirmed,2
2020-02-16,"Santa Clara County, CA",confirmed,2
2020-02-17,"Santa Clara County, CA",confirmed,2
2020-02-18,"Santa Clara County, CA",confirmed,2
2020-02-19,"Santa Clara County, CA",confirmed,2
2020-02-20,"Santa Clara County, CA",confirmed,2
2020-02-21,"Santa Clara County, CA",confirmed,2
2020-02-22,"Santa Clara County, CA",confirmed,2
2020-02-23,"Santa Clara County, CA",confirmed,2
2020-02-24,"Santa Clara County, CA",confirmed,2
2020-02-25,"Santa Clara County, CA",confirmed,2
2020-02-26,"Santa Clara County, CA",confirmed,2
2020-02-27,"Santa Clara County, CA",confirmed,2
2020-02-28,"Santa Clara County, CA",confirmed,2
2020-02-29,"Santa Clara County, CA",confirmed,3
2020-03-01,"Santa Clara County, CA",confirmed,3
2020-03-02,"Santa Clara County, CA",confirmed,9
2020-03-03,"Santa Clara County, CA",confirmed,11
2020-03-04,"Santa Clara County, CA",confirmed,11
2020-03-05,"Santa Clara County, CA",confirmed,20
2020-03-06,"Santa Clara County, CA",confirmed,20
2020-03-07,"Santa Clara County, CA",confirmed,32
2020-03-08,"Santa Clara County, CA",confirmed,38
2020-03-09,"Santa Clara County, CA",confirmed,38
2020-03-05,"Clark County, NV",confirmed,1
2020-03-06,"Clark County, NV",confirmed,1
2020-03-07,"Clark County, NV",confirmed,1
2020-03-08,"Clark County, NV",confirmed,2
2020-03-09,"Clark County, NV",confirmed,2
2020-03-05,"Fort Bend County, TX",confirmed,1
2020-03-06,"Fort Bend County, TX",confirmed,1
2020-03-07,"Fort Bend County, TX",confirmed,3
2020-03-08,"Fort Bend County, TX",confirmed,6
2020-03-09,"Fort Bend County, TX",confirmed,6
2020-03-05,"Grant County, WA",confirmed,1
2020-03-06,"Grant County, WA",confirmed,1
2020-03-07,"Grant County, WA",confirmed,1
2020-03-08,"Grant County, WA",confirmed,1
2020-03-09,"Grant County, WA",confirmed,1
2020-03-05,"Santa Rosa County, FL",confirmed,1
2020-03-06,"Santa Rosa County, FL",confirmed,1
2020-03-07,"Santa Rosa County, FL",confirmed,1
2020-03-08,"Santa Rosa County, FL",confirmed,1
2020-03-09,"Santa Rosa County, FL",confirmed,1
2020-03-05,"Williamson County, TN",confirmed,1
2020-03-06,"Williamson County, TN",confirmed,1
2020-03-07,"Williamson County, TN",confirmed,1
2020-03-08,"Williamson County, TN",confirmed,1
2020-03-09,"Williamson County, TN",confirmed,1
2020-03-02,"New York County, NY",confirmed,1
2020-03-03,"New York County, NY",confirmed,1
2020-03-04,"New York County, NY",confirmed,1
2020-03-05,"New York County, NY",confirmed,4
2020-03-06,"New York County, NY",confirmed,11
2020-03-07,"New York County, NY",confirmed,11
2020-03-08,"New York County, NY",confirmed,12
2020-03-09,"New York County, NY",confirmed,19
2020-03-06,"Montgomery County, MD",confirmed,3
2020-03-07,"Montgomery County, MD",confirmed,3
2020-03-08,"Montgomery County, MD",confirmed,4
2020-03-09,"Montgomery County, MD",confirmed,4
2020-02-01,"Suffolk County, MA",confirmed,1
2020-02-02,"Suffolk County, MA",confirmed,1
2020-02-03,"Suffolk County, MA",confirmed,1
2020-02-04,"Suffolk County, MA",confirmed,1
2020-02-05,"Suffolk County, MA",confirmed,1
2020-02-06,"Suffolk County, MA",confirmed,1
2020-02-07,"Suffolk County, MA",confirmed,1
2020-02-08,"Suffolk County, MA",confirmed,1
2020-02-09,"Suffolk County, MA",confirmed,1
2020-02-10,"Suffolk County, MA",confirmed,1
2020-02-11,"Suffolk County, MA",confirmed,1
2020-02-12,"Suffolk County, MA",confirmed,1
2020-02-13,"Suffolk County, MA",confirmed,1
2020-02-14,"Suffolk County, MA",confirmed,1
2020-02-15,"Suffolk County, MA",confirmed,1
2020-02-16,"Suffolk County, MA",confirmed,1
2020-02-17,"Suffolk County, MA",confirmed,1
2020-02-18,"Suffolk County, MA",confirmed,1
2020-02-19,"Suffolk County, MA",confirmed,1
2020-02-20,"Suffolk County, MA",confirmed,1
2020-02-21,"Suffolk County, MA",confirmed,1
2020-02-22,"Suffolk County, MA",confirmed,1
2020-02-23,"Suffolk County, MA",confirmed,1
2020-02-24,"Suffolk County, MA",confirmed,1
2020-02-25,"Suffolk County, MA",confirmed,1
2020-02-26,"Suffolk County, MA",confirmed,1
2020-02-27,"Suffolk County, MA",confirmed,1
2020-02-28,"Suffolk County, MA",confirmed,1
2020-02-29,"Suffolk County, MA",confirmed,1
2020-03-01,"Suffolk County, MA",confirmed,1
2020-03-02,"Suffolk County, MA",confirmed,1
2020-03-03,"Suffolk County, MA",confirmed,1
2020-03-04,"Suffolk County, MA",confirmed,1
2020-03-05,"Suffolk County, MA",confirmed,1
2020-03-06,"Suffolk County, MA",confirmed,3
2020-03-07,"Suffolk County, MA",confirmed,3
2020-03-08,"Suffolk County, MA",confirmed,8
2020-03-09,"Suffolk County, MA",confirmed,8
2020-03-06,"Denver County, CO",confirmed,2
2020-03-07,"Denver County, CO",confirmed,2
2020-03-08,"Denver County, CO",confirmed,2
2020-03-09,"Denver County, CO",confirmed,2
2020-03-06,"Summit County, CO",confirmed,1
2020-03-07,"Summit County, CO",confirmed,1
2020-03-08,"Summit County, CO",confirmed,1
2020-03-09,"Summit County, CO",confirmed,1
2020-03-05,"Bergen County, NJ",confirmed,2
2020-03-06,"Bergen County, NJ",confirmed,2
2020-03-07,"Bergen County, NJ",confirmed,4
2020-03-08,"Bergen County, NJ",confirmed,4
2020-03-09,"Bergen County, NJ",confirmed,4
2020-03-05,"Harris County, TX",confirmed,2
2020-03-06,"Harris County, TX",confirmed,3
2020-03-07,"Harris County, TX",confirmed,5
2020-03-08,"Harris County, TX",confirmed,5
2020-03-09,"Harris County, TX",confirmed,6
2020-03-05,"San Francisco County, CA",confirmed,2
2020-03-06,"San Francisco County, CA",confirmed,2
2020-03-07,"San Francisco County, CA",confirmed,9
2020-03-08,"San Francisco County, CA",confirmed,9
2020-03-09,"San Francisco County, CA",confirmed,9
2020-03-04,"Contra Costa County, CA",confirmed,1
2020-03-05,"Contra Costa County, CA",confirmed,1
2020-03-06,"Contra Costa County, CA",confirmed,3
2020-03-07,"Contra Costa County, CA",confirmed,3
2020-03-08,"Contra Costa County, CA",confirmed,9
2020-03-09,"Contra Costa County, CA",confirmed,9
2020-01-26,"Orange County, CA",confirmed,1
2020-01-27,"Orange County, CA",confirmed,1
2020-01-28,"Orange County, CA",confirmed,1
2020-01-29,"Orange County, CA",confirmed,1
2020-01-30,"Orange County, CA",confirmed,1
2020-01-31,"Orange County, CA",confirmed,1
2020-02-01,"Orange County, CA",confirmed,1
2020-02-02,"Orange County, CA",confirmed,1
2020-02-03,"Orange County, CA",confirmed,1
2020-02-04,"Orange County, CA",confirmed,1
2020-02-05,"Orange County, CA",confirmed,1
2020-02-06,"Orange County, CA",confirmed,1
2020-02-07,"Orange County, CA",confirmed,1
2020-02-08,"Orange County, CA",confirmed,1
2020-02-09,"Orange County, CA",confirmed,1
2020-02-10,"Orange County, CA",confirmed,1
2020-02-11,"Orange County, CA",confirmed,1
2020-02-12,"Orange County, CA",confirmed,1
2020-02-13,"Orange County, CA",confirmed,1
2020-02-14,"Orange County, CA",confirmed,1
2020-02-15,"Orange County, CA",confirmed,1
2020-02-16,"Orange County, CA",confirmed,1
2020-02-17,"Orange County, CA",confirmed,1
2020-02-18,"Orange County, CA",confirmed,1
2020-02-19,"Orange County, CA",confirmed,1
2020-02-20,"Orange County, CA",confirmed,1
2020-02-21,"Orange County, CA",confirmed,1
2020-02-22,"Orange County, CA",confirmed,1
2020-02-23,"Orange County, CA",confirmed,1
2020-02-24,"Orange County, CA",confirmed,1
2020-02-25,"Orange County, CA",confirmed,1
2020-02-26,"Orange County, CA",confirmed,1
2020-02-27,"Orange County, CA",confirmed,1
2020-02-28,"Orange County, CA",confirmed,1
2020-02-29,"Orange County, CA",confirmed,1
2020-03-01,"Orange County, CA",confirmed,1
2020-03-02,"Orange County, CA",confirmed,1
2020-03-03,"Orange County, CA",confirmed,1
2020-03-04,"Orange County, CA",confirmed,3
2020-03-05,"Orange County, CA",confirmed,3
2020-03-06,"Orange County, CA",confirmed,3
2020-03-07,"Orange County, CA",confirmed,3
2020-03-08,"Orange County, CA",confirmed,3
2020-03-09,"Orange County, CA",confirmed,4
2020-03-03,"Norfolk County, MA",confirmed,1
2020-03-04,"Norfolk County, MA",confirmed,1
2020-03-05,"Norfolk County, MA",confirmed,1
2020-03-06,"Norfolk County, MA",confirmed,2
2020-03-07,"Norfolk County, MA",confirmed,2
2020-03-08,"Norfolk County, MA",confirmed,6
2020-03-09,"Norfolk County, MA",confirmed,6
2020-01-26,"Maricopa County, AZ",confirmed,1
2020-01-27,"Maricopa County, AZ",confirmed,1
2020-01-28,"Maricopa County, AZ",confirmed,1
2020-01-29,"Maricopa County, AZ",confirmed,1
2020-01-30,"Maricopa County, AZ",confirmed,1
2020-01-31,"Maricopa County, AZ",confirmed,1
2020-02-01,"Maricopa County, AZ",confirmed,1
2020-02-02,"Maricopa County, AZ",confirmed,1
2020-02-03,"Maricopa County, AZ",confirmed,1
2020-02-04,"Maricopa County, AZ",confirmed,1
2020-02-05,"Maricopa County, AZ",confirmed,1
2020-02-06,"Maricopa County, AZ",confirmed,1
2020-02-07,"Maricopa County, AZ",confirmed,1
2020-02-08,"Maricopa County, AZ",confirmed,1
2020-02-09,"Maricopa County, AZ",confirmed,1
2020-02-10,"Maricopa County, AZ",confirmed,1
2020-02-11,"Maricopa County, AZ",confirmed,1
2020-02-12,"Maricopa County, AZ",confirmed,1
2020-02-13,"Maricopa County, AZ",confirmed,1
2020-02-14,"Maricopa County, AZ",confirmed,1
2020-02-15,"Maricopa County, AZ",confirmed,1
2020-02-16,"Maricopa County, AZ",confirmed,1
2020-02-17,"Maricopa County, AZ",confirmed,1
2020-02-18,"Maricopa County, AZ",confirmed,1
2020-02-19,"Maricopa County, AZ",confirmed,1
2020-02-20,"Maricopa County, AZ",confirmed,1
2020-02-21,"Maricopa County, AZ",confirmed,1
2020-02-22,"Maricopa County, AZ",confirmed,1
2020-02-23,"Maricopa County, AZ",confirmed,1
2020-02-24,"Maricopa County, AZ",confirmed,1
2020-02-25,"Maricopa County, AZ",confirmed,1
2020-02-26,"Maricopa County, AZ",confirmed,1
2020-02-27,"Maricopa County, AZ",confirmed,1
2020-02-28,"Maricopa County, AZ",confirmed,1
2020-02-29,"Maricopa County, AZ",confirmed,1
2020-03-01,"Maricopa County, AZ",confirmed,1
2020-03-02,"Maricopa County, AZ",confirmed,1
2020-03-03,"Maricopa County, AZ",confirmed,1
2020-03-04,"Maricopa County, AZ",confirmed,1
2020-03-05,"Maricopa County, AZ",confirmed,1
2020-03-06,"Maricopa County, AZ",confirmed,2
2020-03-07,"Maricopa County, AZ",confirmed,2
2020-03-08,"Maricopa County, AZ",confirmed,2
2020-03-09,"Maricopa County, AZ",confirmed,2
2020-03-03,"Wake County, NC",confirmed,1
2020-03-04,"Wake County, NC",confirmed,1
2020-03-05,"Wake County, NC",confirmed,1
2020-03-06,"Wake County, NC",confirmed,1
2020-03-07,"Wake County, NC",confirmed,1
2020-03-08,"Wake County, NC",confirmed,1
2020-03-09,"Wake County, NC",confirmed,1
2020-03-03,"Westchester County, NY",confirmed,1
2020-03-04,"Westchester County, NY",confirmed,10
2020-03-05,"Westchester County, NY",confirmed,18
2020-03-06,"Westchester County, NY",confirmed,19
2020-03-07,"Westchester County, NY",confirmed,57
2020-03-08,"Westchester County, NY",confirmed,83
2020-03-09,"Westchester County, NY",confirmed,98
2020-03-02,"Grafton County, NH",confirmed,1
2020-03-03,"Grafton County, NH",confirmed,2
2020-03-04,"Grafton County, NH",confirmed,2
2020-03-05,"Grafton County, NH",confirmed,2
2020-03-06,"Grafton County, NH",confirmed,2
2020-03-07,"Grafton County, NH",confirmed,2
2020-03-08,"Grafton County, NH",confirmed,3
2020-03-09,"Grafton County, NH",confirmed,3
2020-03-02,"Hillsborough, FL",confirmed,1
2020-03-03,"Hillsborough, FL",confirmed,2
2020-03-04,"Hillsborough, FL",confirmed,2
2020-03-05,"Hillsborough, FL",confirmed,2
2020-03-06,"Hillsborough, FL",confirmed,2
2020-03-07,"Hillsborough, FL",confirmed,2
2020-03-08,"Hillsborough, FL",confirmed,2
2020-03-09,"Hillsborough, FL",confirmed,2
2020-03-02,"Placer County, CA",confirmed,1
2020-03-03,"Placer County, CA",confirmed,1
2020-03-04,"Placer County, CA",confirmed,2
2020-03-05,"Placer County, CA",confirmed,2
2020-03-06,"Placer County, CA",confirmed,5
2020-03-07,"Placer County, CA",confirmed,5
2020-03-08,"Placer County, CA",confirmed,5
2020-03-09,"Placer County, CA",confirmed,7
2020-03-02,"San Mateo, CA",confirmed,1
2020-03-03,"San Mateo, CA",confirmed,2
2020-03-04,"San Mateo, CA",confirmed,2
2020-03-05,"San Mateo, CA",confirmed,2
2020-03-06,"San Mateo, CA",confirmed,2
2020-03-07,"San Mateo, CA",confirmed,2
2020-03-08,"San Mateo, CA",confirmed,2
2020-03-09,"San Mateo, CA",confirmed,2
2020-03-02,"Sonoma County, CA",confirmed,1
2020-03-03,"Sonoma County, CA",confirmed,1
2020-03-04,"Sonoma County, CA",confirmed,1
2020-03-05,"Sonoma County, CA",confirmed,1
2020-03-06,"Sonoma County, CA",confirmed,1
2020-03-07,"Sonoma County, CA",confirmed,1
2020-03-08,"Sonoma County, CA",confirmed,1
2020-03-09,"Sonoma County, CA",confirmed,3
2020-03-02,"Umatilla, OR",confirmed,1
2020-03-03,"Umatilla, OR",confirmed,1
2020-03-04,"Umatilla, OR",confirmed,1
2020-03-05,"Umatilla, OR",confirmed,1
2020-03-06,"Umatilla, OR",confirmed,1
2020-03-07,"Umatilla, OR",confirmed,1
2020-03-08,"Umatilla, OR",confirmed,1
2020-03-09,"Umatilla, OR",confirmed,1
2020-03-03,"Fulton County, GA",confirmed,2
2020-03-04,"Fulton County, GA",confirmed,2
2020-03-05,"Fulton County, GA",confirmed,2
2020-03-06,"Fulton County, GA",confirmed,2
2020-03-07,"Fulton County, GA",confirmed,3
2020-03-08,"Fulton County, GA",confirmed,3
2020-03-09,"Fulton County, GA",confirmed,5
2020-02-29,"Washington County, OR",confirmed,1
2020-03-01,"Washington County, OR",confirmed,1
2020-03-02,"Washington County, OR",confirmed,2
2020-03-03,"Washington County, OR",confirmed,2
2020-03-04,"Washington County, OR",confirmed,2
2020-03-05,"Washington County, OR",confirmed,2
2020-03-06,"Washington County, OR",confirmed,2
2020-03-07,"Washington County, OR",confirmed,3
2020-03-08,"Washington County, OR",confirmed,8
2020-03-09,"Washington County, OR",confirmed,8
2020-02-29,"Snohomish County, WA",confirmed,1
2020-03-01,"Snohomish County, WA",confirmed,2
2020-03-02,"Snohomish County, WA",confirmed,4
2020-03-03,"Snohomish County, WA",confirmed,6
2020-03-04,"Snohomish County, WA",confirmed,8
2020-03-05,"Snohomish County, WA",confirmed,18
2020-03-06,"Snohomish County, WA",confirmed,19
2020-03-07,"Snohomish County, WA",confirmed,27
2020-03-08,"Snohomish County, WA",confirmed,31
2020-03-09,"Snohomish County, WA",confirmed,31
2020-02-21,"Humboldt County, CA",confirmed,1
2020-02-22,"Humboldt County, CA",confirmed,1
2020-02-23,"Humboldt County, CA",confirmed,1
2020-02-24,"Humboldt County, CA",confirmed,1
2020-02-25,"Humboldt County, CA",confirmed,1
2020-02-26,"Humboldt County, CA",confirmed,1
2020-02-27,"Humboldt County, CA",confirmed,1
2020-02-28,"Humboldt County, CA",confirmed,1
2020-02-29,"Humboldt County, CA",confirmed,1
2020-03-01,"Humboldt County, CA",confirmed,1
2020-03-02,"Humboldt County, CA",confirmed,1
2020-03-03,"Humboldt County, CA",confirmed,1
2020-03-04,"Humboldt County, CA",confirmed,1
2020-03-05,"Humboldt County, CA",confirmed,1
2020-03-06,"Humboldt County, CA",confirmed,1
2020-03-07,"Humboldt County, CA",confirmed,1
2020-03-08,"Humboldt County, CA",confirmed,1
2020-03-09,"Humboldt County, CA",confirmed,1
2020-02-21,"Sacramento County, CA",confirmed,1
2020-02-22,"Sacramento County, CA",confirmed,1
2020-02-23,"Sacramento County, CA",confirmed,1
2020-02-24,"Sacramento County, CA",confirmed,1
2020-02-25,"Sacramento County, CA",confirmed,1
2020-02-26,"Sacramento County, CA",confirmed,1
2020-02-27,"Sacramento County, CA",confirmed,2
2020-02-28,"Sacramento County, CA",confirmed,2
2020-02-29,"Sacramento County, CA",confirmed,2
2020-03-01,"Sacramento County, CA",confirmed,2
2020-03-02,"Sacramento County, CA",confirmed,2
2020-03-03,"Sacramento County, CA",confirmed,2
2020-03-04,"Sacramento County, CA",confirmed,2
2020-03-05,"Sacramento County, CA",confirmed,2
2020-03-06,"Sacramento County, CA",confirmed,2
2020-03-07,"Sacramento County, CA",confirmed,2
2020-03-08,"Sacramento County, CA",confirmed,2
2020-03-09,"Sacramento County, CA",confirmed,2
2020-02-11,"San Diego County, CA",confirmed,1
2020-02-12,"San Diego County, CA",confirmed,1
2020-02-13,"San Diego County, CA",confirmed,2
2020-02-14,"San Diego County, CA",confirmed,2
2020-02-15,"San Diego County, CA",confirmed,2
2020-02-16,"San Diego County, CA",confirmed,2
2020-02-17,"San Diego County, CA",confirmed,2
2020-02-18,"San Diego County, CA",confirmed,2
2020-02-19,"San Diego County, CA",confirmed,2
2020-02-20,"San Diego County, CA",confirmed,2
2020-02-21,"San Diego County, CA",confirmed,2
2020-02-22,"San Diego County, CA",confirmed,2
2020-02-23,"San Diego County, CA",confirmed,2
2020-02-24,"San Diego County, CA",confirmed,2
2020-02-25,"San Diego County, CA",confirmed,2
2020-02-26,"San Diego County, CA",confirmed,2
2020-02-27,"San Diego County, CA",confirmed,2
2020-02-28,"San Diego County, CA",confirmed,2
2020-02-29,"San Diego County, CA",confirmed,2
2020-03-01,"San Diego County, CA",confirmed,2
2020-03-02,"San Diego County, CA",confirmed,2
2020-03-03,"San Diego County, CA",confirmed,2
2020-03-04,"San Diego County, CA",confirmed,2
2020-03-05,"San Diego County, CA",confirmed,3
2020-03-06,"San Diego County, CA",confirmed,3
2020-03-07,"San Diego County, CA",confirmed,3
2020-03-08,"San Diego County, CA",confirmed,3
2020-03-09,"San Diego County, CA",confirmed,3
2020-02-03,"San Benito, CA",confirmed,2
2020-02-04,"San Benito, CA",confirmed,2
2020-02-05,"San Benito, CA",confirmed,2
2020-02-06,"San Benito, CA",confirmed,2
2020-02-07,"San Benito, CA",confirmed,2
2020-02-08,"San Benito, CA",confirmed,2
2020-02-09,"San Benito, CA",confirmed,2
2020-02-10,"San Benito, CA",confirmed,2
2020-02-11,"San Benito, CA",confirmed,2
2020-02-12,"San Benito, CA",confirmed,2
2020-02-13,"San Benito, CA",confirmed,2
2020-02-14,"San Benito, CA",confirmed,2
2020-02-15,"San Benito, CA",confirmed,2
2020-02-16,"San Benito, CA",confirmed,2
2020-02-17,"San Benito, CA",confirmed,2
2020-02-18,"San Benito, CA",confirmed,2
2020-02-19,"San Benito, CA",confirmed,2
2020-02-20,"San Benito, CA",confirmed,2
2020-02-21,"San Benito, CA",confirmed,2
2020-02-22,"San Benito, CA",confirmed,2
2020-02-23,"San Benito, CA",confirmed,2
2020-02-24,"San Benito, CA",confirmed,2
2020-02-25,"San Benito, CA",confirmed,2
2020-02-26,"San Benito, CA",confirmed,2
2020-02-27,"San Benito, CA",confirmed,2
2020-02-28,"San Benito, CA",confirmed,2
2020-02-29,"San Benito, CA",confirmed,2
2020-03-01,"San Benito, CA",confirmed,2
2020-03-02,"San Benito, CA",confirmed,2
2020-03-03,"San Benito, CA",confirmed,2
2020-03-04,"San Benito, CA",confirmed,2
2020-03-05,"San Benito, CA",confirmed,2
2020-03-06,"San Benito, CA",confirmed,2
2020-03-07,"San Benito, CA",confirmed,2
2020-03-08,"San Benito, CA",confirmed,2
2020-03-09,"San Benito, CA",confirmed,2
2020-01-26,"Los Angeles, CA",confirmed,1
2020-01-27,"Los Angeles, CA",confirmed,1
2020-01-28,"Los Angeles, CA",confirmed,1
2020-01-29,"Los Angeles, CA",confirmed,1
2020-01-30,"Los Angeles, CA",confirmed,1
2020-01-31,"Los Angeles, CA",confirmed,1
2020-02-01,"Los Angeles, CA",confirmed,1
2020-02-02,"Los Angeles, CA",confirmed,1
2020-02-03,"Los Angeles, CA",confirmed,1
2020-02-04,"Los Angeles, CA",confirmed,1
2020-02-05,"Los Angeles, CA",confirmed,1
2020-02-06,"Los Angeles, CA",confirmed,1
2020-02-07,"Los Angeles, CA",confirmed,1
2020-02-08,"Los Angeles, CA",confirmed,1
2020-02-09,"Los Angeles, CA",confirmed,1
2020-02-10,"Los Angeles, CA",confirmed,1
2020-02-11,"Los Angeles, CA",confirmed,1
2020-02-12,"Los Angeles, CA",confirmed,1
2020-02-13,"Los Angeles, CA",confirmed,1
2020-02-14,"Los Angeles, CA",confirmed,1
2020-02-15,"Los Angeles, CA",confirmed,1
2020-02-16,"Los Angeles, CA",confirmed,1
2020-02-17,"Los Angeles, CA",confirmed,1
2020-02-18,"Los Angeles, CA",confirmed,1
2020-02-19,"Los Angeles, CA",confirmed,1
2020-02-20,"Los Angeles, CA",confirmed,1
2020-02-21,"Los Angeles, CA",confirmed,1
2020-02-22,"Los Angeles, CA",confirmed,1
2020-02-23,"Los Angeles, CA",confirmed,1
2020-02-24,"Los Angeles, CA",confirmed,1
2020-02-25,"Los Angeles, CA",confirmed,1
2020-02-26,"Los Angeles, CA",confirmed,1
2020-02-27,"Los Angeles, CA",confirmed,1
2020-02-28,"Los Angeles, CA",confirmed,1
2020-02-29,"Los Angeles, CA",confirmed,1
2020-03-01,"Los Angeles, CA",confirmed,1
2020-03-02,"Los Angeles, CA",confirmed,1
2020-03-03,"Los Angeles, CA",confirmed,1
2020-03-04,"Los Angeles, CA",confirmed,7
2020-03-05,"Los Angeles, CA",confirmed,11
2020-03-06,"Los Angeles, CA",confirmed,13
2020-03-07,"Los Angeles, CA",confirmed,14
2020-03-08,"Los Angeles, CA",confirmed,14
2020-03-09,"Los Angeles, CA",confirmed,14
2020-01-22,"King County, WA",confirmed,1
2020-01-23,"King County, WA",confirmed,1
2020-01-24,"King County, WA",confirmed,1
2020-01-25,"King County, WA",confirmed,1
2020-01-26,"King County, WA",confirmed,1
2020-01-27,"King County, WA",confirmed,1
2020-01-28,"King County, WA",confirmed,1
2020-01-29,"King County, WA",confirmed,1
2020-01-30,"King County, WA",confirmed,1
2020-01-31,"King County, WA",confirmed,1
2020-02-01,"King County, WA",confirmed,1
2020-02-02,"King County, WA",confirmed,1
2020-02-03,"King County, WA",confirmed,1
2020-02-04,"King County, WA",confirmed,1
2020-02-05,"King County, WA",confirmed,1
2020-02-06,"King County, WA",confirmed,1
2020-02-07,"King County, WA",confirmed,1
2020-02-08,"King County, WA",confirmed,1
2020-02-09,"King County, WA",confirmed,1
2020-02-10,"King County, WA",confirmed,1
2020-02-11,"King County, WA",confirmed,1
2020-02-12,"King County, WA",confirmed,1
2020-02-13,"King County, WA",confirmed,1
2020-02-14,"King County, WA",confirmed,1
2020-02-15,"King County, WA",confirmed,1
2020-02-16,"King County, WA",confirmed,1
2020-02-17,"King County, WA",confirmed,1
2020-02-18,"King County, WA",confirmed,1
2020-02-19,"King County, WA",confirmed,1
2020-02-20,"King County, WA",confirmed,1
2020-02-21,"King County, WA",confirmed,1
2020-02-22,"King County, WA",confirmed,1
2020-02-23,"King County, WA",confirmed,1
2020-02-24,"King County, WA",confirmed,1
2020-02-25,"King County, WA",confirmed,1
2020-02-26,"King County, WA",confirmed,1
2020-02-27,"King County, WA",confirmed,1
2020-02-28,"King County, WA",confirmed,1
2020-02-29,"King County, WA",confirmed,6
2020-03-01,"King County, WA",confirmed,9
2020-03-02,"King County, WA",confirmed,14
2020-03-03,"King County, WA",confirmed,21
2020-03-04,"King County, WA",confirmed,31
2020-03-05,"King County, WA",confirmed,51
2020-03-06,"King County, WA",confirmed,58
2020-03-07,"King County, WA",confirmed,71
2020-03-08,"King County, WA",confirmed,83
2020-03-09,"King County, WA",confirmed,83
2020-01-24,"Cook County, IL",confirmed,1
2020-01-25,"Cook County, IL",confirmed,1
2020-01-26,"Cook County, IL",confirmed,1
2020-01-27,"Cook County, IL",confirmed,1
2020-01-28,"Cook County, IL",confirmed,1
2020-01-29,"Cook County, IL",confirmed,1
2020-01-30,"Cook County, IL",confirmed,1
2020-01-31,"Cook County, IL",confirmed,2
2020-02-01,"Cook County, IL",confirmed,2
2020-02-02,"Cook County, IL",confirmed,2
2020-02-03,"Cook County, IL",confirmed,2
2020-02-04,"Cook County, IL",confirmed,2
2020-02-05,"Cook County, IL",confirmed,2
2020-02-06,"Cook County, IL",confirmed,2
2020-02-07,"Cook County, IL",confirmed,2
2020-02-08,"Cook County, IL",confirmed,2
2020-02-09,"Cook County, IL",confirmed,2
2020-02-10,"Cook County, IL",confirmed,2
2020-02-11,"Cook County, IL",confirmed,2
2020-02-12,"Cook County, IL",confirmed,2
2020-02-13,"Cook County, IL",confirmed,2
2020-02-14,"Cook County, IL",confirmed,2
2020-02-15,"Cook County, IL",confirmed,2
2020-02-16,"Cook County, IL",confirmed,2
2020-02-17,"Cook County, IL",confirmed,2
2020-02-18,"Cook County, IL",confirmed,2
2020-02-19,"Cook County, IL",confirmed,2
2020-02-20,"Cook County, IL",confirmed,2
2020-02-21,"Cook County, IL",confirmed,2
2020-02-22,"Cook County, IL",confirmed,2
2020-02-23,"Cook County, IL",confirmed,2
2020-02-24,"Cook County, IL",confirmed,2
2020-02-25,"Cook County, IL",confirmed,2
2020-02-26,"Cook County, IL",confirmed,2
2020-02-27,"Cook County, IL",confirmed,2
2020-02-28,"Cook County, IL",confirmed,2
2020-02-29,"Cook County, IL",confirmed,2
